Code,Year,HE_Rate,Unemployment_Rate,Self_Employment_Rate,TEA,Moti_Index,區域,Is_East_Asia,Group
SWE,2018,73.4083786010742,6.365,8.294586770667054,6.82,4.4,,0,Other OECD
SWE,2019,75.1148529052734,6.833,8.46570808320945,8.25,4.4,,0,Other OECD
SWE,2020,79.1196365356445,8.291,8.42442468506265,7.3,,,0,Other OECD
SWE,2021,85.9426193237305,8.803,8.45833734041524,8.97,,,0,Other OECD
SWE,2022,83.8976135253906,7.417,8.725702238372827,9.09,,,0,Other OECD
SWE,2023,81.3998184204102,7.611,8.454171502027394,9.25,,,0,Other OECD
TUR,2013,79.6469573974609,9.713,32.57085831815809,9.95,1.77,,0,Other OECD
TUR,2014,86.9976806640625,9.901,30.618346498974567,12.013333333333334,1.8133333333333332,,0,Other OECD
TUR,2015,95.5645065307617,10.304,29.52382245275169,14.076666666666668,1.8566666666666667,,0,Other OECD
TUR,2016,103.71558380127,10.899,28.803268188927667,16.14,1.9,,0,Other OECD
TUR,2017,110.534072875977,10.919,28.97650542329654,15.190000000000001,1.815,,0,Other OECD
TUR,2018,115.462463378906,10.956,28.31747463730961,14.24,1.73,,0,Other OECD
TUR,2019,117.005470275879,13.73,27.58866421300643,14.723333333333333,1.73,,0,Other OECD
TUR,2020,118.883682250977,13.148,25.584601639997317,15.206666666666667,,,0,Other OECD
TUR,2021,125.763786315918,11.969,25.521631672027688,15.69,,,0,Other OECD
TUR,2022,127.577972412109,10.465,25.416023014543015,15.69,,,0,Other OECD
TUR,2023,127.577972412109,9.388,24.894626399173646,,,,0,Other OECD
TWN,2013,82.87,4.18,13.29,8.16,1.6,,1,East Asia
TWN,2014,82.87,3.96,12.790000000000001,8.49,4.98,,1,East Asia
TWN,2015,82.12,3.78,12.58,7.3,3.78,,1,East Asia
TWN,2016,82.17,3.92,12.509999999999998,8.24,2.7,,1,East Asia
TWN,2017,82.29,3.76,12.45,8.56,3.67,,1,East Asia
TWN,2018,82.24,3.71,16.48,9.48,2.32,,1,East Asia
TWN,2019,82.66,3.73,12.11,8.38,2.32,,1,East Asia
TWN,2020,85.35,3.85,15.939999999999998,8.4,,,1,East Asia
TWN,2021,88.08,3.95,19.53,6.98,,,1,East Asia
TWN,2022,88.9,3.67,11.68,5.56,,,1,East Asia
TWN,2023,90.3,3.48,11.76,5.56,,,1,East Asia
USA,2013,88.7264175415039,7.375,5.9552560218030255,12.73,2.7,,0,Other OECD
USA,2014,88.6268692016602,6.168,5.864440689928605,13.81,4.96,,0,Other OECD
USA,2015,88.8894119262695,5.28,5.8687500432707544,11.88,4.82,,0,Other OECD
USA,2016,88.8350524902344,4.869,5.6644932619214625,12.63,6.4,,0,Other OECD
USA,2017,88.1673889160156,4.355,5.611763109016485,13.64,7.21,,0,Other OECD
USA,2018,88.2991790771484,3.896,5.71215272382604,15.59,6.94,,0,Other OECD
USA,2019,87.8887100219727,3.669,5.4783313915389,17.42,6.94,,0,Other OECD
USA,2020,87.5676574707031,8.055,5.619951583867403,15.4,,,0,Other OECD
USA,2021,84.8550872802734,5.349,5.928586615871156,16.52,,,0,Other OECD
USA,2022,79.361930847168,3.65,5.7270944089241755,19.19,,,0,Other OECD
USA,2023,79.361930847168,3.638,5.561428272259749,14.71,,,0,Other OECD
